"License Number","License Type","Legal Business Name","Type of License","Date","Expires On","Status","City - County",
"TAL18-0007928","Temporary Cannabis Cultivation License","Humboldt Emerald Triangle LLC","Small Mixed-Light Tier 1","12/20/2018","04/19/2019","Active","Unincorporated - Humboldt County",
"TML18-0014319","Temporary Cannabis Cultivation License","GREEN GROVE FAMILY FARM","Specialty Mixed-Light Tier 1","12/20/2018","07/18/2019","Active","Unincorporated - Humboldt County",
"TML18-0014190","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0014161","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0014141","Temporary Cannabis Cultivation License","Sierra Foothill Farms","Small Mixed-Light Tier 1","12/20/2018","04/19/2019","Active","Unincorporated - Nevada County",
"TML18-0014118","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0014074","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0015587","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0015575","Temporary Cannabis Cultivation License","Dencob LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Nevada County",
"TML18-0015572","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0015558","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0015544","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0015528","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0015263","Temporary Cannabis Cultivation License","Ground Zero","Small Mixed-Light Tier 1","12/20/2018","04/19/2019","Active","Galt - Humboldt County",
"TAL18-0014070","Temporary Cannabis Cultivation License","MYCOLLAB LLC","Small Indoor","12/20/2018","04/19/2019","Active","Los Angeles - Los Angeles County",
"TAL18-0014042","Temporary Cannabis Cultivation License","Black Mt. Construction","Specialty Mixed-Light Tier 1","12/20/2018","04/19/2019","Active","Humboldt County",
"TML18-0013867","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0013790","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0013759","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0013717","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TAL18-0013708","Temporary Cannabis Cultivation License","Higher Ground Nursery and Farm","Specialty Cottage Mixed-Light Tier 1","12/20/2018","04/19/2019","Active","Unincorporated - Humboldt County",
"TAL18-0013689","Temporary Cannabis Cultivation License","Higher Ground Nursery and Farm","Specialty Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Humboldt County",
"TML18-0013684","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TAL18-0015230","Temporary Cannabis Cultivation License","Skyroo Ag Collective, Inc.","Specialty Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Mendocino County",
"TAL18-0015221","Temporary Cannabis Cultivation License","Skyroo Ag Collective, Inc","Specialty Mixed-Light Tier 1","12/20/2018","04/19/2019","Active","Unincorporated - Mendocino County",
"TML18-0015202","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TAL18-0013479","Temporary Cannabis Cultivation License","Shasta Growers LLC","Nursery","12/20/2018","04/19/2019","Active","Shasta Lake - Shasta County",
"TML18-0015170","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TAL18-0013448","Temporary Cannabis Cultivation License","Farm, Soil & Sun, LLC.","Nursery","12/20/2018","04/19/2019","Active","Unincorporated - Mendocino County",
"TML18-0013441","Temporary Cannabis Cultivation License","Ridgestock Farms","Small Mixed-Light Tier 1","12/20/2018","04/19/2019","Active","Nevada City - Nevada County",
"TAL18-0013433","Temporary Cannabis Cultivation License","MDF Enterprises, Inc.","Small Mixed-Light Tier 2","12/20/2018","07/18/2019","Active","Humboldt County",
"TAL18-0013423","Temporary Cannabis Cultivation License","Solstice Farm","Small Mixed-Light Tier 1","12/20/2018","04/19/2019","Active","Point Arena - Mendocino County",
"TML18-0013389","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0013379","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0013327","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0013309","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0013283","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0013147","Temporary Cannabis Cultivation License","Heleyon Organics","Specialty Mixed-Light Tier 1","12/20/2018","04/19/2019","Active","Unincorporated - Nevada County",
"TAL18-0013113","Temporary Cannabis Cultivation License","Mystic Mountain Farms, LLC","Small Mixed-Light Tier 1","12/20/2018","07/18/2019","Active","Unincorporated - Humboldt County",
"TAL18-0013098","Temporary Cannabis Cultivation License","Sentient LLC","Specialty Cottage Outdoor","12/20/2018","04/19/2019","Active","Nevada City - Nevada County",
"TML18-0013083","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TAL18-0013081","Temporary Cannabis Cultivation License","Promethean Industries LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Humboldt County",
"TAL18-0013040","Temporary Cannabis Cultivation License","Promethean Industries LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Humboldt County",
"TAL18-0013032","Temporary Cannabis Cultivation License","Emerald Crystal Connection LLC","Small Mixed-Light Tier 1","12/20/2018","04/19/2019","Active","Unincorporated - Trinity County",
"TML18-0015136","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0013017","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TML18-0015107","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TAL18-0013014","Temporary Cannabis Cultivation License","Vital Herb Farms","Small Mixed-Light Tier 1","12/20/2018","04/19/2019","Active","Unincorporated - Humboldt County",
"TML18-0015079","Temporary Cannabis Cultivation License","Coyote Hills Agricultural Enterprise, LLC","Small Outdoor","12/20/2018","04/19/2019","Active","Unincorporated - Santa Barbara County",
"TAL18-0010244","Temporary Cannabis Cultivation License","Morgan Valley Ventures, Inc","Small Outdoor","12/19/2018","04/18/2019","Active","Unincorporated - Lake County",
"TAL18-0015416","Temporary Cannabis Cultivation License","Sun House Farms, LLC","Small Mixed-Light Tier 1","12/19/2018","07/17/2019","Active","Humboldt County",
"TML18-0009495","Temporary Cannabis Cultivation License","GreenLight Organics","Specialty Cottage Mixed-Light Tier 1","12/19/2018","04/18/2019","Active","Willits - Mendocino County",
"TAL18-0012680","Temporary Cannabis Cultivation License","Full Circle, LLC","Specialty Mixed-Light Tier 2","12/19/2018","04/18/2019","Active","Unincorporated - Trinity County",
"TML18-0017229","Temporary Cannabis Cultivation License","Therafields, Inc.","Small Mixed-Light Tier 2","12/19/2018","12/19/2018","Inactive","Unincorporated - Mendocino County",
"TML18-0011381","Temporary Cannabis Cultivation License","Foxworthy Red, LLC.","Medium Outdoor","12/19/2018","07/17/2019","Active","Santa Rosa - Sonoma County",
"TAL18-0008557","Temporary Cannabis Cultivation License","EmeraldHeart Farms","Medium Outdoor","12/19/2018","04/18/2019","Active","Paso Robles - San Luis Obispo County",
"TAL18-0013272","Temporary Cannabis Cultivation License","Maximum Yield Inc.","Medium Indoor","12/19/2018","04/18/2019","Active","Los Angeles - Los Angeles County",
"TAL18-0012889","Temporary Cannabis Cultivation License","Georgi Stoyanov","Medium Mixed-Light Tier 1","12/19/2018","07/17/2019","Active","Unincorporated - Humboldt County",
"TAL18-0011612","Temporary Cannabis Cultivation License","MM Specialist, Inc.","Medium Outdoor","12/19/2018","04/18/2019","Active","Unincorporated - Yolo County",
"TAL18-0011509","Temporary Cannabis Cultivation License","B&B logistics llc,","Medium Outdoor","12/19/2018","04/18/2019","Active","San Jacinto - Riverside County",
"TAL18-0011484","Temporary Cannabis Cultivation License","Patient 2 Patient Inc.","Medium Mixed-Light Tier 2","12/19/2018","07/17/2019","Active","Humboldt County",
"TAL18-0010519","Temporary Cannabis Cultivation License","Coastal Prairie, LLC","Medium Outdoor","12/19/2018","04/18/2019","Active","Humboldt County",
"TAL18-0010036","Temporary Cannabis Cultivation License","Black Lion Farms LLC","Medium Indoor","12/19/2018","04/18/2019","Active","Desert Hot Springs - Riverside County",
"TAL18-0008162","Temporary Cannabis Cultivation License","Kalifornia Green Akres","Medium Mixed-Light Tier 1","12/19/2018","04/18/2019","Active","Unincorporated - Humboldt County",
"TAL18-0016577","Temporary Cannabis Cultivation License","OTTO Farms LLC","Small Mixed-Light Tier 1","12/19/2018","04/18/2019","Active","Humboldt County",
"TML18-0016483","Temporary Cannabis Cultivation License","cashe creek cultivators","Specialty Mixed-Light Tier 1","12/19/2018","04/18/2019","Active","Unincorporated - Yolo County",
"TAL18-0013454","Temporary Cannabis Cultivation License","Total Accountability Ventures, Inc.","Small Indoor","12/19/2018","04/18/2019","Active","Los Angeles - Los Angeles County",
"TML18-0013100","Temporary Cannabis Cultivation License","Kings Peak Farms, LLC","Specialty Mixed-Light Tier 2","12/19/2018","04/18/2019","Active","Unincorporated - Humboldt County",
"TAL18-0013016","Temporary Cannabis Cultivation License","GEA, LLC","Small Mixed-Light Tier 1","12/19/2018","07/17/2019","Active","Unincorporated - Humboldt County",
"TML18-0012963","Temporary Cannabis Cultivation License","dronatherapy inc","Processor","12/19/2018","04/18/2019","Active","El Monte - Los Angeles County",
"TML18-0012909","Temporary Cannabis Cultivation License","DPC SF, LLC","Specialty Outdoor","12/19/2018","04/18/2019","Active","Sonoma - Sonoma County",
"TML18-0012554","Temporary Cannabis Cultivation License","dronatherapy inc","Small Indoor","12/19/2018","04/18/2019","Active","El Monte - Los Angeles County",
"TAL18-0012342","Temporary Cannabis Cultivation License","Devine Solutions","Small Indoor","12/19/2018","04/18/2019","Active","Sacramento - Sacramento County",
"TML18-0011998","Temporary Cannabis Cultivation License","Sierra Sol LLC","Small Outdoor","12/19/2018","04/18/2019","Active","Nevada City - Nevada County",
"TAL18-0011952","Temporary Cannabis Cultivation License","Mountain House Productions, LLC.","Small Mixed-Light Tier 1","12/19/2018","04/18/2019","Active","Humboldt County",
"TML18-0011922","Temporary Cannabis Cultivation License","Empress Farms","Small Outdoor","12/19/2018","04/18/2019","Active","Unincorporated - Humboldt County",
"TAL18-0011518","Temporary Cannabis Cultivation License","Patient 2 Patient Inc.","Small Mixed-Light Tier 2","12/19/2018","07/17/2019","Active","Humboldt County",
"TAL18-0011502","Temporary Cannabis Cultivation License","Patient 2 Patient Inc.","Small Mixed-Light Tier 2","12/19/2018","07/17/2019","Active","Humboldt County",
"TAL18-0011478","Temporary Cannabis Cultivation License","Cut House LLC","Small Indoor","12/19/2018","04/18/2019","Active","Oakland - Alameda County",
"TAL18-0011444","Temporary Cannabis Cultivation License","Kitty Lane Partners","Small Indoor","12/19/2018","04/18/2019","Active","Oakland - Alameda County",
"TAL18-0011436","Temporary Cannabis Cultivation License","Growwell, LLC","Small Indoor","12/19/2018","04/18/2019","Active","Los Angeles - Los Angeles County",
"TAL18-0011429","Temporary Cannabis Cultivation License","26610 mendocino pass road llc","Specialty Mixed-Light Tier 1","12/19/2018","04/18/2019","Active","Covina - Mendocino County",
"TAL18-0011422","Temporary Cannabis Cultivation License","PAET REAL ESTATE LLC","Small Indoor","12/19/2018","04/18/2019","Active","Los Angeles - Los Angeles County",
"TAL18-0011386","Temporary Cannabis Cultivation License","CECELIA ALAMOS ASSOCIATES, LLC.","Specialty Indoor","12/19/2018","04/18/2019","Active","Los Angeles - Los Angeles County",
"TAL18-0011354","Temporary Cannabis Cultivation License","Hog Farm llc","Specialty Outdoor","12/19/2018","07/18/2019","Active","Unincorporated - Humboldt County",
